,School,Professor,Department,Rating,Rating Count
3020,Pennsylvania State University,Meyers David,Political Science,3.9,5
3021,Pennsylvania State University,Mhando Lindah,Sociology,3.6,12
3022,Pennsylvania State University,Mhando Peter,Business,3.0,16
3023,Pennsylvania State University,Michael Kerry,Behavioral Sciences,4.3,3
3024,Pennsylvania State University,Michaleris Pan,Mechanical Engineering,3.1,7
3025,Pennsylvania State University,Michels Margaret,Communication,4.3,15
3026,Pennsylvania State University,Micoli Marco,Italian,4.5,1
3027,Pennsylvania State University,Mikaelian Irina,Russian,3.0,22
3028,Pennsylvania State University,Mikesell Robert,Animal Science,4.5,11
3029,Pennsylvania State University,Mikulski Ariana,Spanish,3.5,7
3030,Pennsylvania State University,Milchak Scott,Engineering,5.0,1
3031,Pennsylvania State University,Miles Mary,English,4.4,69
3032,Pennsylvania State University,Miles James,Finance,4.1,35
3033,Pennsylvania State University,Miles Philip,Labor & Employment Relations,4.5,6
3034,Pennsylvania State University,Milhomme Marcy,Communication Arts,3.5,14
3035,Pennsylvania State University,Milillo Sara,Food Science,3.1,15
3036,Pennsylvania State University,Miller Jennifer,French,4.3,11
3037,Pennsylvania State University,Miller Eric,Communication,4.4,10
3038,Pennsylvania State University,Miller Mary Ann,Accounting,4.3,13
3039,Pennsylvania State University,Miller Dawn,Art,1.3,7
3040,Pennsylvania State University,Miller Adam,Biological Sciences,4.8,3
3041,Pennsylvania State University,Miller Scarlett,Engineering,3.3,13
3042,Pennsylvania State University,Miller John,Kinesiology,5.0,2
3043,Pennsylvania State University,Miller Joel,Mathematics,4.5,1
3044,Pennsylvania State University,Miller Sharon,Engineering,4.2,2
3045,Pennsylvania State University,Miller Jay,English,4.5,1
3046,Pennsylvania State University,Miller Vanessa,Philosophy,4.8,7
3047,Pennsylvania State University,Miller Kristen,Astronomy,2.0,3
3048,Pennsylvania State University,Miller Joshua,Information Sciences amp Technology,1.0,1
3049,Pennsylvania State University,Miller Carol,Communication Disorders,3.0,19
3050,Pennsylvania State University,Miller David,Electrical Engineering,2.7,15
3051,Pennsylvania State University,Miller Jeanette,Management,4.3,3
3052,Pennsylvania State University,Miller Andrew,Engineering,4.2,25
3053,Pennsylvania State University,Miller Aaron,Human Development,4.0,5
3054,Pennsylvania State University,Miller-Day Michelle,Communication,4.8,6
3055,Pennsylvania State University,Millett Cristin,Visual Arts,3.8,13
3056,Pennsylvania State University,Milligan Michael,History,3.7,69
3057,Pennsylvania State University,Milliron Mark,Health Administration,3.8,10
3058,Pennsylvania State University,Mills Donald,Mathematics,1.9,10
3059,Pennsylvania State University,Mills Elizabeth,Communication,3.0,25
3060,Pennsylvania State University,Mills Ed,Animal Science,3.1,16
3061,Pennsylvania State University,Milner George,Anthropology,4.2,25
3062,Pennsylvania State University,Milner Scott,Chemical Engineering,2.2,23
3063,Pennsylvania State University,Milner Claire,Anthropology,3.0,16
3064,Pennsylvania State University,Minbiole John,Communication,4.8,33
3065,Pennsylvania State University,Mingo AnneMarie,Women's Studies,3.8,4
3066,Pennsylvania State University,Minneci Francis,English,3.1,10
3067,Pennsylvania State University,Miraldi Peter,Communication,4.5,34
3068,Pennsylvania State University,Miraldi Lori,Communication,4.8,13
3069,Pennsylvania State University,Misiats Oleksandr,Mathematics,1.3,2
3070,Pennsylvania State University,Misra Maya,Psychology,2.8,13
3071,Pennsylvania State University,Mistrick Richard,Engineering,2.8,10
3072,Pennsylvania State University,Mitchel Aaron,Psychology,4.5,1
3073,Pennsylvania State University,Mitchell Jack,Engineering,3.5,24
3074,Pennsylvania State University,Mitchell Pamela,Biological Sciences,3.9,7
3075,Pennsylvania State University,Mitchell John,Electrical Engineering,3.6,8
3076,Pennsylvania State University,Mitchell Renae,Comparative Literature,1.5,1
3077,Pennsylvania State University,Mitchell Sommer,International Studies,4.0,1
3078,Pennsylvania State University,Mitra Dana,Education,3.5,13
3079,Pennsylvania State University,Mitra Prasenjit,Information Science,2.5,30
3080,Pennsylvania State University,Miyashiro Adam,English,3.6,4
3081,Pennsylvania State University,Miyashiro Timothy,Biochemistry,4.0,6
3082,Pennsylvania State University,Mizel Ari,Physics,3.0,39
3083,Pennsylvania State University,Mockensturm Eric,Engineering,2.9,18
3084,Pennsylvania State University,Modest Michael,Engineering,2.5,16
3085,Pennsylvania State University,Moeller Sean,Labor & Employment Relations,4.0,9
3086,Pennsylvania State University,Moesta Sarah,English,4.8,3
3087,Pennsylvania State University,Mogart James,English,4.5,1
3088,Pennsylvania State University,Mohammad Yasemin,German,2.9,4
3089,Pennsylvania State University,Mohammed Susan,Psychology,4.0,20
3090,Pennsylvania State University,Mohammed Wunpini,Communication,4.3,3
3091,Pennsylvania State University,Mohney Suzanne,Materials Engineering,4.8,3
3092,Pennsylvania State University,Mohr Philip,Biological Sciences,4.0,10
3093,Pennsylvania State University,Moiles Sean,English,3.6,15
3094,Pennsylvania State University,Molinari Roberto,Statistics,3.3,4
3095,Pennsylvania State University,Monga Vishal,Electrical Engineering,3.9,5
3096,Pennsylvania State University,Monge-Naranjo Alexander,Economics,2.3,6
3097,Pennsylvania State University,Mongeau Jean-Michel,Mechanical Engineering,4.0,2
3098,Pennsylvania State University,Monicat Benedicte,French,4.3,4
3099,Pennsylvania State University,Monk Pamela,English,3.8,22
3100,Pennsylvania State University,Montalvo Aaron,English,1.7,6
3101,Pennsylvania State University,Monthley Helene,Kinesiology,3.5,17
3102,Pennsylvania State University,Moody Shirley,English,2.7,10
3103,Pennsylvania State University,Moon Ji-Woong,Economics,1.0,1
3104,Pennsylvania State University,Moore John,English,4.0,25
3105,Pennsylvania State University,Moore Ginger,Psychology,4.0,5
3106,Pennsylvania State University,Moore Jason,Mechanical Engineering,5.0,2
3107,Pennsylvania State University,Moore Christopher,Philosophy,3.8,6
3108,Pennsylvania State University,Moorehead Wayne ,Criminal Justice,1.8,5
3109,Pennsylvania State University,Morais Duarte,Social Science,2.4,5
3110,Pennsylvania State University,Moran Malcolm,Communication,4.5,6
3111,Pennsylvania State University,Moran Rachel,History,4.7,3
3112,Pennsylvania State University,Morello Henry,Comparative Literature,3.4,64
3113,Pennsylvania State University,Morgan Jeffrey,English,4.9,8
3114,Pennsylvania State University,Morgan Janine,English,3.6,5
3115,Pennsylvania State University,Morgan Nina,English,3.3,6
3116,Pennsylvania State University,Morgan Evan,Mathematics,1.0,3
3117,Pennsylvania State University,Morgan Eugene,Engineering,4.5,1
3118,Pennsylvania State University,Morgan Zachary,History,2.2,5
3119,Pennsylvania State University,Morgan Louise,Communication Arts,4.5,9
3120,Pennsylvania State University,Morgart James,English,4.8,12
3121,Pennsylvania State University,Moritz Brent,Business,1.8,2
3122,Pennsylvania State University,Moroski Karen,Curriculum & Instruction,4.0,1
3123,Pennsylvania State University,Morris Philip,Aerospace Engineering,3.9,3
3124,Pennsylvania State University,Morrison Travis,Mathematics,4.0,7
3125,Pennsylvania State University,Morrison Tarvis,Mathematics,2.8,2
3126,Pennsylvania State University,Morrisson Mark,English,4.9,4
3127,Pennsylvania State University,Morse Michael,Physical Ed,4.5,32
3128,Pennsylvania State University,Morton Jason,Mathematics,1.3,3
3129,Pennsylvania State University,Morton Deborah,English,3.3,7
3130,Pennsylvania State University,Mortz Jordan,French,5.0,3
3131,Pennsylvania State University,Moses Wilson,History,2.5,24
3132,Pennsylvania State University,Mostafa Miguel,Physics,3.5,16
3133,Pennsylvania State University,Motta Arthur,Engineering,3.6,10
3134,Pennsylvania State University,Mount Daniel,Hotel & Restaurant Management,3.9,18
3135,Pennsylvania State University,Mounzer Rita,French,5.0,5
3136,Pennsylvania State University,Moy Carmen,Spanish,2.5,39
3137,Pennsylvania State University,Moysidis Ilias,Statistics,3.0,2
3138,Pennsylvania State University,Mraovic Damjana,English,4.2,12
3139,Pennsylvania State University,Mroz Kelly,English,3.8,6
3140,Pennsylvania State University,MU GE,Mathematics,5.0,5
3141,Pennsylvania State University,Muccino Lori,Sociology,4.7,7
3142,Pennsylvania State University,Mudgett David,Information Science,2.4,72
3143,Pennsylvania State University,Mughal Tariq,Supply Chain Management,5.0,1
3144,Pennsylvania State University,Muhlstein Christopher,Engineering,2.7,13
3145,Pennsylvania State University,Muir Allen,Mathematics,5.0,28
3146,Pennsylvania State University,Mukherjee Bumba,Political Science,4.0,1
3147,Pennsylvania State University,Mulford Carla,English,5.0,4
3148,Pennsylvania State University,Mull Robert,English,3.7,15
3149,Pennsylvania State University,Mullen William,Music,5.0,1
3150,Pennsylvania State University,Mullen PJ,Communication,4.7,7
3151,Pennsylvania State University,Mullen Gary,Mathematics,3.8,15
3152,Pennsylvania State University,Muller Karl,Accounting,4.2,15
3153,Pennsylvania State University,Mulloy Austin,Education,3.5,2
3154,Pennsylvania State University,Mumtaz Mehr,Communication Arts,1.3,3
3155,Pennsylvania State University,Munn Mark,Classics,3.8,21
3156,Pennsylvania State University,Munn Mary Lou,Classics,3.3,12
3157,Pennsylvania State University,Munson Kyle ,Chemistry,3.6,9
3158,Pennsylvania State University,Muraco Joel,Human Development,5.0,1
3159,Pennsylvania State University,Murakami Katsuhiko,Biological Sciences,3.3,15
3160,Pennsylvania State University,Murakami Miki,Japanese,5.0,1
3161,Pennsylvania State University,Murase Kohta,Physics,2.5,4
3162,Pennsylvania State University,Murdock Kyle,Behavioral Sciences,4.2,12
3163,Pennsylvania State University,Murphy Alison,Information Sciences  Technology,4.8,17
3164,Pennsylvania State University,Murphy P. Karen,Education,5.0,2
3165,Pennsylvania State University,Murphy Allison,Information Sciences  Technology,5.0,11
3166,Pennsylvania State University,Murray Heather,English,4.0,13
3167,Pennsylvania State University,Murray Alison,Recreation Parks  Tourism,4.8,2
3168,Pennsylvania State University,Murray Ryan,Mathematics,3.1,7
3169,Pennsylvania State University,Murry Gregory,History,4.9,7
3170,Pennsylvania State University,Murry Charles,Economics,3.0,1
3171,Pennsylvania State University,Murtha Tim,Landscape Architecture & Regional Planning,4.2,4
3172,Pennsylvania State University,Murzabulatov Meiram,Computer Science,2.0,1
3173,Pennsylvania State University,Musar Richard,Finance,4.8,4
3174,Pennsylvania State University,Muscarella Chris,Finance,3.5,9
3175,Pennsylvania State University,Musser Jill,Health Administration,5.0,1
3176,Pennsylvania State University,Mustapha Angela,English,1.7,5
3177,Pennsylvania State University,Muthulingam Suresh,Supply Chain Management,5.0,2
3178,Pennsylvania State University,Mwangi Michael,Biological Sciences,4.0,1
3179,Pennsylvania State University,Mwangi Margaret N,Africana Studies,5.0,10
3180,Pennsylvania State University,Myers Jamie,Education,3.4,8
3181,Pennsylvania State University,Myers David,Political Science,3.5,22
3182,Pennsylvania State University,Myers Sharon,English,4.0,14
3183,Pennsylvania State University,Myers  Suzanne,Biological Sciences,1.0,12
3184,Pennsylvania State University,Mykolajtchuk Paul,Meteorology,5.0,1
3185,Pennsylvania State University,Myrick Jessica,Communication,5.0,1
3186,Pennsylvania State University,Na Muzi,Nutrition,2.4,14
3187,Pennsylvania State University,Naberezny Brian,Civil Engineering,4.7,3
3188,Pennsylvania State University,Nader Gustavo,Kinesiology,3.9,10
3189,Pennsylvania State University,Nadermann Kristen,Health Science,4.5,2
3190,Pennsylvania State University,Naedel Matthew,Agriculture,4.5,1
3191,Pennsylvania State University,Najjar Raymond,Meteorology,3.0,19
3192,Pennsylvania State University,Nale John,Philosophy,5.0,4
3193,Pennsylvania State University,Nalepa Shuchi,Business,4.5,12
3194,Pennsylvania State University,Namasivayam Karthikeyan,Hotel & Restaurant Management,2.5,15
3195,Pennsylvania State University,Nanayakkara Basil,Mathematics,4.0,26
3196,Pennsylvania State University,Naraghi Sarah,Labor & Employment Relations,2.5,2
3197,Pennsylvania State University,Narasimhamurthy Anand,Computer Science,3.1,4
3198,Pennsylvania State University,Narayanan Vijay,Computer Science,3.0,13
3199,Pennsylvania State University,Narayanan Ram,Engineering,4.2,6
3200,Pennsylvania State University,Narayanan Ram,Electrical Engineering,4.2,3
3201,Pennsylvania State University,Narayanan Bharath,Mathematics,3.7,86
3202,Pennsylvania State University,Nardone Chiara,Spanish,3.6,7
3203,Pennsylvania State University,Nassry Michael,Geography,3.0,1
3204,Pennsylvania State University,Naughton Dana,Behavioral Sciences,4.5,2
3205,Pennsylvania State University,Navrotskaya Anna,French,3.5,6
3206,Pennsylvania State University,Nayor Greg,Education,2.0,1
3207,Pennsylvania State University,Nchare Karim,Economics,3.8,5
3208,Pennsylvania State University,neal jessica,English,5.0,1
3209,Pennsylvania State University,Neal Gary,Mechanical Engineering,2.9,4
3210,Pennsylvania State University,Nealon Jeffrey,English,3.7,11
3211,Pennsylvania State University,Nedwick Robert,Chemical Engineering,3.4,7
3212,Pennsylvania State University,Neely Mark,History,4.0,1
3213,Pennsylvania State University,Neely Kristina,Kinesiology,2.7,5
3214,Pennsylvania State University,Neff Brian,English,4.2,15
3215,Pennsylvania State University,Neff Glenn,Business,4.6,22
3216,Pennsylvania State University,Neheim Peter ,Hotel  Restaurant Management,1.0,1
3217,Pennsylvania State University,Neisser John,Biological Sciences,5.0,1
3218,Pennsylvania State University,Nekrutenko Anton,Biological Sciences,2.1,10
3219,Pennsylvania State University,Nelson Elizabeth,English,4.5,15
3220,Pennsylvania State University,Nelson Lise,Women's Studies,2.4,8
3221,Pennsylvania State University,Nelson Anthony,Statistics,5.0,1
3222,Pennsylvania State University,Nelson Chad,Communication Arts,2.9,3
3223,Pennsylvania State University,Nelson Anthony,Psychology,5.0,10
3224,Pennsylvania State University,Nelson Keith,Psychology,3.0,57
3225,Pennsylvania State University,Nelson Michael,Political Science,4.7,8
3226,Pennsylvania State University,Nelson Kimberlyn,Biological Sciences,3.0,52
3227,Pennsylvania State University,Nembhard David,Engineering,1.4,12
3228,Pennsylvania State University,Nese Jon,Meteorology,4.4,5
3229,Pennsylvania State University,Nese Jon,Earth Science,4.2,51
3230,Pennsylvania State University,Netzer Danielle,English,4.5,10
3231,Pennsylvania State University,New Michael,English,4.1,10
3232,Pennsylvania State University,Newberry Peter,Economics,4.4,8
3233,Pennsylvania State University,Newcomb Celeste,Management,4.2,5
3234,Pennsylvania State University,Newhouse Leonie,African-American Studies,1.6,23
3235,Pennsylvania State University,Newman Kerry,English,3.4,4
3236,Pennsylvania State University,Newman Kaitlyn,Philosophy,4.5,2
3237,Pennsylvania State University,Newsom Lee,Anthropology,3.4,13
3238,Pennsylvania State University,Neyret Juan Pablo,Spanish,2.5,5
3239,Pennsylvania State University,Ng On-Cho,History,3.4,6
3240,Pennsylvania State University,Nguyen Khai,Mathematics,4.4,4
3241,Pennsylvania State University,Nguyen Toan,Mathematics,4.2,15
3242,Pennsylvania State University,Nguyen Giang,Finance,3.6,10
3243,Pennsylvania State University,Nguyen Trinh,Mathematics,2.3,4
3244,Pennsylvania State University,Ngwe Ali Pechulano,Communication,4.7,3
3245,Pennsylvania State University,Ni Jun,Mathematics,1.6,8
3246,Pennsylvania State University,Ni Rui,Mechanical Engineering,3.0,3
3247,Pennsylvania State University,Nichols Renea,Communication,2.9,50
3248,Pennsylvania State University,Nicholson Charles,Business,3.6,8
3249,Pennsylvania State University,Nickel Jolene,Kinesiology,4.7,32
